title|url|date|course_info|start_time|language|location_detail|target_group|subscription_limit|constraints|price|details|sub_title|intro|full_body|data
Highway: connecting industry with state of the art in AI research|https://www.vaia.be/en/series/highway-connecting-industry-with-state-of-the-art-in-ai-research|3/10/2023|seminar series-Flanders-VAIA &amp; Flanders AI Research|3 Oct 2023 - 23 Nov 2023|English|Flanders||||check each seminar for an accurate pricing|https://www.vaia.be/en/newsletter?lang=en|3 Oct 2023 - 23 Nov 2023| Subscribe to our newsletter and stay up to date of new sessions   or follow us on LinkedIn   and follow also the Flemish AI Research plan on LinkedIn | The highway sessions of VAIA bring state of the art of research in artificial intelligence towards the Flemish industry. Joins us for these seminars and stay up to date with the research of today. |Highway connecting industry with state of the art in AI research  The highway sessions of VAIA bring state of the art of research in artificial intelligence towards the Flemish industry Joins us for these seminars and stay up to date with the research of today   Subscribe to our newsletter and stay up to date of new sessions   or follow us on LinkedIn   and follow also the Flemish AI Research plan on LinkedIn  httpswwwvaiabeennewsletterlangen 3 Oct 2023  23 Nov 2023 seminar seriesFlandersVAIA amp Flanders AI Research
Machine Learning of Natural Language Processing|https://www.vaia.be/en/courses/machine-learning-of-natural-language-processing-2|1/10/2023|Micro-credential (12 ECTS)-Antwerp-UAntwerp|1 Oct 2023 - 30 Jun 2024|English|Universiteit Antwerpen, Stadscampus|Target audience: Professionals active in industry who wish to harness recent advances in AI and Deep Learning in the context of Natural Language Processing for Data Science.||Prospective students must have demonstrable programming skills in Python.|€458|https://www.uantwerpen.be/en/study/programmes/all-programmes/machine-learning-of-nlp/enrol/|Ignite your skills in artificial intelligence for language technology​​|Natural Language Processing is an integral component to applications of data science across the technological industry nowadays. Professionals in this domain, however, might struggle to keep up with the fast-paced developments in recent years. In particular, the recent and impressive emergence of neural networks in machine learning as a go-to paradigm has rapidly altered the state of the art in artificial intelligence and challenges existing computational approaches to text. This micro-credential has been carved out as a balanced selection of contemporary modules from the MA in Digital Text Analysis that targets industry professionals who are interested in learning about modern machine learning and natural language processing. With an emphasis on project and teamwork, we develop practical applications on textual data, as well as solutions for the many issues that remain open in the field.| This micro-credential focuses on the following learning outcomes. 1. The participant will have theoretical knowledge about the history and the main frameworks of Machine Learning. 2. The participant will have theoretical knowledge of the main machine learning algorithms and paradigms and will study some of them in depth. 3. The participant will be able to develop machine learning pipelines and set up their own machine learning experiments using Python modules. 4. The participant will have theoretical and practical knowledge of machine learning using neural networks. 5. The participant will understand the fundamental problems and approaches in automatic Natural Language Processing and know its history as a subfield within Linguistics and Artificial Intelligence. 6. The participant will have insight into the basic algorithms developed within NLP for morphological  syntactic  semantic  and discourse processing. 7. The participant will acquire hands-on experience with software for text categorization  language understanding  translation  and generation. This micro-credential is a targeted subset from the MA in Digital Text Analysis and singles a teaching track in natural language processing. None of the modules overlap in time  allowing students to engage at a reasonable pace  over the course of the first and second semester. All courses extensively rely on weekly  hands-on homework assignments  ensuring the acquisition of new  practical insights on a regular basis. The homework takes the form of engaging assignments on real-world datasets that challenge the students to apply the theoretical concept introduced during the interactive class sessions.The final evaluation of all three courses depends on project work  the goal and finality of which can be determined by the individual students  in close correspondence with the course teachers.An attractive feature of the evaluation of the NLP course (in the 2nd semester) is that students will participate in an ongoing shared task in the field. This micro-credential focuses on the following learning outcomes. 1. The participant will have theoretical knowledge about the history and the main frameworks of Machine Learning. 2. The participant will have theoretical knowledge of the main machine learning algorithms and paradigms and will study some of them in depth. 3. The participant will be able to develop machine learning pipelines and set up their own machine learning experiments using Python modules. 4. The participant will have theoretical and practical knowledge of machine learning using neural networks. 5. The participant will understand the fundamental problems and approaches in automatic Natural Language Processing and know its history as a subfield within Linguistics and Artificial Intelligence. 6. The participant will have insight into the basic algorithms developed within NLP for morphological  syntactic  semantic  and discourse processing. 7. The participant will acquire hands-on experience with software for text categorization  language understanding  translation  and generation. |Machine Learning of Natural Language Processing  This microcredential focuses on the following learning outcomes 1 The participant will have theoretical knowledge about the history and the main frameworks of Machine Learning 2 The participant will have theoretical knowledge of the main machine learning algorithms and paradigms and will study some of them in depth 3 The participant will be able to develop machine learning pipelines and set up their own machine learning experiments using Python modules 4 The participant will have theoretical and practical knowledge of machine learning using neural networks 5 The participant will understand the fundamental problems and approaches in automatic Natural Language Processing and know its history as a subfield within Linguistics and Artificial Intelligence 6 The participant will have insight into the basic algorithms developed within NLP for morphological  syntactic  semantic  and discourse processing 7 The participant will acquire handson experience with software for text categorization  language understanding  translation  and generation This microcredential is a targeted subset from the MA in Digital Text Analysis and singles a teaching track in natural language processing None of the modules overlap in time  allowing students to engage at a reasonable pace  over the course of the first and second semester All courses extensively rely on weekly  handson homework assignments  ensuring the acquisition of new  practical insights on a regular basis The homework takes the form of engaging assignments on realworld datasets that challenge the students to apply the theoretical concept introduced during the interactive class sessionsThe final evaluation of all three courses depends on project work  the goal and finality of which can be determined by the individual students  in close correspondence with the course teachersAn attractive feature of the evaluation of the NLP course in the 2nd semester is that students will participate in an ongoing shared task in the field This microcredential focuses on the following learning outcomes 1 The participant will have theoretical knowledge about the history and the main frameworks of Machine Learning 2 The participant will have theoretical knowledge of the main machine learning algorithms and paradigms and will study some of them in depth 3 The participant will be able to develop machine learning pipelines and set up their own machine learning experiments using Python modules 4 The participant will have theoretical and practical knowledge of machine learning using neural networks 5 The participant will understand the fundamental problems and approaches in automatic Natural Language Processing and know its history as a subfield within Linguistics and Artificial Intelligence 6 The participant will have insight into the basic algorithms developed within NLP for morphological  syntactic  semantic  and discourse processing 7 The participant will acquire handson experience with software for text categorization  language understanding  translation  and generation  Natural Language Processing is an integral component to applications of data science across the technological industry nowadays Professionals in this domain however might struggle to keep up with the fastpaced developments in recent years In particular the recent and impressive emergence of neural networks in machine learning as a goto paradigm has rapidly altered the state of the art in artificial intelligence and challenges existing computational approaches to text This microcredential has been carved out as a balanced selection of contemporary modules from the MA in Digital Text Analysis that targets industry professionals who are interested in learning about modern machine learning and natural language processing With an emphasis on project and teamwork we develop practical applications on textual data as well as solutions for the many issues that remain open in the field httpswwwuantwerpenbeenstudyprogrammesallprogrammesmachinelearningofnlpenrol Ignite your skills in artificial intelligence for language technology​​ Microcredential 12 ECTSAntwerpUAntwerp
Linked Data &amp; Solid|https://www.vaia.be/en/courses/linked-data-solid-2|28/09/2023|In-depth hands-on course-Ghent-VAIA &amp; UGent UGain|28 Sept 2023 - 11 Jan 2024|English|Ghent University, UGain, Building 60, Technologiepark Zwijnaarde|Target audience: Anyone with good familiarity with computer science and who wants to learn about &amp; apply Linked Data and Solid|27 Sept 2023|Participants have completed a higher education in computer science or have acquired equivalent experience.|<p>Price includes tuition fee and online access to the live sessions and the digital e-learning environment with digital course notes.<br></p>|https://www.ugain.ugent.be/linkeddatasolid2022.htm|28 Sept 2023 - 11 Jan 2024|More info  Share this course  | A basic understanding of Linked DataA basic understanding of SolidA basic understanding of semantic reasoning and streamingHow to publish Linked DataHow to set up the Community Solid ServerHow to create queries over Linked DataHow to design and publish Linked Data vocabulariesHow to generate Linked Data from non-Linked Data using RML.ioHow to create interoperable Linked Data in Flanders and EuropeHow to create a Linked Data architecture using Linked Data Fragments and Linked Data Event StreamsHow to validate Linked Data using SHACL and ShEx |Linked Data amp Solid  A basic understanding of Linked DataA basic understanding of SolidA basic understanding of semantic reasoning and streamingHow to publish Linked DataHow to set up the Community Solid ServerHow to create queries over Linked DataHow to design and publish Linked Data vocabulariesHow to generate Linked Data from nonLinked Data using RMLioHow to create interoperable Linked Data in Flanders and EuropeHow to create a Linked Data architecture using Linked Data Fragments and Linked Data Event StreamsHow to validate Linked Data using SHACL and ShEx  More info  Share this course   httpswwwugainugentbelinkeddatasolid2022htm 28 Sept 2023  11 Jan 2024 Indepth handson courseGhentVAIA amp UGent UGain
Launch Antwerp Center on Responsible AI|https://www.vaia.be/en/courses/launch-event-of-the-antwerp-center-on-responsible-ai|28/09/2023|launch event-Antwerp-ACRAI; UAntwerp|28 Sept 2023 17:00 - 20:00|English|Antwerp City Campus C.002 or online|Target audience: anyone interested in responsible AI|||free|https://www.uantwerpen.be/en/research-groups/antwerp-center-responsible-ai/news/launch_event/|28 Sept 2023 17:00 - 20:00|More info  Share this course  |" 🕔 𝟏𝟕.𝟎𝟎: 𝐈𝐧𝐭𝐫𝐨𝐝𝐮𝐜𝐭𝐢𝐨𝐧 𝐭𝐨 𝐀𝐂𝐑𝐀𝐈 and a deep dive into our collaboration with our Parisian sister organisation TRAIL by Prof. David Martens & Prof. Toon Calders.🕠 𝟏𝟕.𝟏𝟓: ""𝐜𝐡𝐚𝐭𝐆𝐏𝐓 𝐚𝐬 𝐈𝐧𝐭𝐞𝐥𝐥𝐢𝐠𝐞𝐧𝐭 𝐃𝐚𝐲𝐝𝐫𝐞𝐚𝐦𝐞𝐫"" - A captivating session with Prof. Walter Daelemans.🕕 𝟏𝟖.𝟎𝟎: Keynote Speech: ""𝐖𝐡𝐞𝐧 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐢𝐛𝐥𝐞 𝐀𝐈 𝐑𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐍𝐞𝐞𝐝𝐬 𝐭𝐨 𝐌𝐞𝐞𝐭 𝐑𝐞𝐚𝐥𝐢𝐭𝐲"" by Mr. Xavier Renard  Lead of Responsible AI Research at AXA. 𝐴𝑏𝑠𝑡𝑟𝑎𝑐𝑡: From AI fairness to AI governance  delve into how companies like AXA view responsible AI. Understand why the current research is only partially actionable and explore real-world challenges of applying responsible AI.🕡 𝟏𝟖.𝟒𝟓: Lightening round: Meet the 𝐛𝐫𝐢𝐥𝐥𝐢𝐚𝐧𝐭 𝐦𝐞𝐦𝐛𝐞𝐫𝐬 𝐨𝐟 𝐀𝐂𝐑𝐀𝐈 from various faculties  leading the way in responsible AI research.🕖 𝟏𝟗.𝟎𝟎: Networking Drinks - Mingle with experts  enthusiasts  and innovators over a refreshing drink. "|Launch Antwerp Center on Responsible AI  🕔 𝟏𝟕𝟎𝟎 𝐈𝐧𝐭𝐫𝐨𝐝𝐮𝐜𝐭𝐢𝐨𝐧 𝐭𝐨 𝐀𝐂𝐑𝐀𝐈 and a deep dive into our collaboration with our Parisian sister organisation TRAIL by Prof David Martens  Prof Toon Calders🕠 𝟏𝟕𝟏𝟓 𝐜𝐡𝐚𝐭𝐆𝐏𝐓 𝐚𝐬 𝐈𝐧𝐭𝐞𝐥𝐥𝐢𝐠𝐞𝐧𝐭 𝐃𝐚𝐲𝐝𝐫𝐞𝐚𝐦𝐞𝐫  A captivating session with Prof Walter Daelemans🕕 𝟏𝟖𝟎𝟎 Keynote Speech 𝐖𝐡𝐞𝐧 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐢𝐛𝐥𝐞 𝐀𝐈 𝐑𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐍𝐞𝐞𝐝𝐬 𝐭𝐨 𝐌𝐞𝐞𝐭 𝐑𝐞𝐚𝐥𝐢𝐭𝐲 by Mr Xavier Renard  Lead of Responsible AI Research at AXA 𝐴𝑏𝑠𝑡𝑟𝑎𝑐𝑡 From AI fairness to AI governance  delve into how companies like AXA view responsible AI Understand why the current research is only partially actionable and explore realworld challenges of applying responsible AI🕡 𝟏𝟖𝟒𝟓 Lightening round Meet the 𝐛𝐫𝐢𝐥𝐥𝐢𝐚𝐧𝐭 𝐦𝐞𝐦𝐛𝐞𝐫𝐬 𝐨𝐟 𝐀𝐂𝐑𝐀𝐈 from various faculties  leading the way in responsible AI research🕖 𝟏𝟗𝟎𝟎 Networking Drinks  Mingle with experts  enthusiasts  and innovators over a refreshing drink  More info  Share this course   httpswwwuantwerpenbeenresearchgroupsantwerpcenterresponsibleainewslaunchevent 28 Sept 2023 1700  2000 launch eventAntwerpACRAI UAntwerp
AI in Business and Industry|https://www.vaia.be/en/courses/ai-in-business-and-industry|26/09/2023|The postgraduate programme on AI in Business and Industry aims to give engineers; computer scientists and other professionals the…|26 Sept 2023 - 4 Jul 2024|English|KU Leuven Kulak|Target audience: Engineers or other masters with a sufficient background in mathematics||Engineering diploma, or other master diploma with a suffiecient background in mathematics|3800 euro|https://puc.kuleuven.be/nl/opleiding/ykzo8gyezmlr3j5v|Postgraduate Certificate|The postgraduate programme on AI in Business and Industry aims to give engineers, computer scientists and other professionals the opportunity to specialise in the field of artificial intelligence. This programme allows professionals to acquire in one year a solid academic knowledge of AI, as well as insight into the domains of image and language (computer vision/NLP) and business aspects of AI.|   The postgraduate programme on AI in Business and Industry aims to give engineers  computer scientists and other professionals the opportunity to specialise in the field of artificial intelligence. This programme allows professionals to acquire in one year a solid academic knowledge of AI  as well as insight into the domains of image and language (computer vision/NLP) and business aspects of AI.                               The programme starts with the theoretical AI foundations that are indispensable for professionals. Participants therefore get 3 academic courses that teach them the scientific basics of artificial intelligence. In addition  the door is opened to industrial applications and to general business applications with the courses in the second semester. •First semester (Sept-Dec): focus on AI foundations Fundamentals of Artificial Intelligence (5 ECTS)Machine Learning and Inductive Inference (4 ECTS)Artificial Neural Networks and Deep Learning (4 ECTS)Second semester (Jan-June): focus on Business & Industry Computer Vision and Natural Language Processing (6 ECTS)Business Analytics (6 ECTS)The programme runs for the duration of a full academic year (following the KU Leuven academic calendar)  with three courses in the first and two courses in the second semester. Sessions are taught in English and scheduled on Tuesdays from 1pm until 9pm. Tutors will make optimal use of educational technology to guarantee an optimal combination of work and study  and to maximize engagement and interaction between participants and lecturers. |AI in Business and Industry    The postgraduate programme on AI in Business and Industry aims to give engineers  computer scientists and other professionals the opportunity to specialise in the field of artificial intelligence This programme allows professionals to acquire in one year a solid academic knowledge of AI  as well as insight into the domains of image and language computer visionNLP and business aspects of AI                               The programme starts with the theoretical AI foundations that are indispensable for professionals Participants therefore get 3 academic courses that teach them the scientific basics of artificial intelligence In addition  the door is opened to industrial applications and to general business applications with the courses in the second semester •First semester SeptDec focus on AI foundations Fundamentals of Artificial Intelligence 5 ECTSMachine Learning and Inductive Inference 4 ECTSArtificial Neural Networks and Deep Learning 4 ECTSSecond semester JanJune focus on Business  Industry Computer Vision and Natural Language Processing 6 ECTSBusiness Analytics 6 ECTSThe programme runs for the duration of a full academic year following the KU Leuven academic calendar  with three courses in the first and two courses in the second semester Sessions are taught in English and scheduled on Tuesdays from 1pm until 9pm Tutors will make optimal use of educational technology to guarantee an optimal combination of work and study  and to maximize engagement and interaction between participants and lecturers  The postgraduate programme on AI in Business and Industry aims to give engineers computer scientists and other professionals the opportunity to specialise in the field of artificial intelligence This programme allows professionals to acquire in one year a solid academic knowledge of AI as well as insight into the domains of image and language computer visionNLP and business aspects of AI httpspuckuleuvenbenlopleidingykzo8gyezmlr3j5v Postgraduate Certificate The postgraduate programme on AI in Business and Industry aims to give engineers computer scientists and other professionals the…
Data Visualization|https://www.vaia.be/en/courses/data-visualization|22/09/2023|Course-Brugge-VAIA &amp; KU Leuven Postuniversitair Centrum|22 Sept 2023 - 10 Nov 2023|English|Spoorwegstraat 12, 8200 Brugge|Target audience: engineers, computer scientists and other professionals with programming skills|15 Sept 2023|proficiency with programming in Python|€1.800|https://puc.kuleuven.be/nl/opleiding/data_visualisation-v4pjylm0k3g850an|Learn the fundamentals and get hands-on experience|Learn the fundamentals and get hands-on experience with data visualization, including how to make useful visualizations and dashboards of data, how to help yourself and others to understand and analyse that data, and how to use state-of-the-art tools and techniques| Session 6 (10 November): Interactive graphics to explore complex data by Jefrey Lijffijt  UGent & VAIA This session covers creating visualizations of structured and complex data  and the integration of these into dashboards: Visualization of (large) time series and collections of time series (Choropleth) Maps and their complexities  terrain visualization  Sankey diagram/flow map Visualization using constructed axes: dimensionality reduction/representation learning  visualization of graphs/networks (layout algorithms  chord diagram)  image databases. |Data Visualization  Session 6 10 November Interactive graphics to explore complex data by Jefrey Lijffijt  UGent  VAIA This session covers creating visualizations of structured and complex data  and the integration of these into dashboards Visualization of large time series and collections of time series Choropleth Maps and their complexities  terrain visualization  Sankey diagramflow map Visualization using constructed axes dimensionality reductionrepresentation learning  visualization of graphsnetworks layout algorithms  chord diagram  image databases  Learn the fundamentals and get handson experience with data visualization including how to make useful visualizations and dashboards of data how to help yourself and others to understand and analyse that data and how to use stateoftheart tools and techniques httpspuckuleuvenbenlopleidingdatavisualisationv4pjylm0k3g850an Learn the fundamentals and get handson experience CourseBruggeVAIA amp KU Leuven Postuniversitair Centrum
Computational Linguistics in the Netherlands|https://www.vaia.be/en/courses/computational-linguistics-in-the-netherlands|22/09/2023|conference-Antwerp-UAntwerp and VAIA|22 Sept 2023 09:30 - 17:10|English|University of Antwerp, city campus, building R|Target audience: researchers in language technology|||75 euros|https://clin33.uantwerpen.be/|22 Sept 2023 09:30 - 17:10|More info  Share this course  | 08:30 - 09:30 Registration 09:30 - 10:50 Morning Session 10:50 - 11:10 Coffee Break 11:10 - 12:10 Keynote: Towards NLP for more realistic fact-checking by Iryna Gurevych 12:10 - 13:30 Lunch + Poster Session 1 13:30 - 14:50 Afternoon Session 1 14:50 - 16:10 Coffee Break + Poster Session 2 16:10 - 17:10 Afternoon Session 2 17:10 Closing Drinks We invite abstracts for CLIN33  describing either theoretical or applied work on all aspects of computational linguistics and natural language processing. Authors of accepted abstracts will have the opportunity to submit a full paper after the conference to CLIN Journal. CLIN33 organizes a shared task on the Automatic Detection of AI-Generated Texts. With the surge of powerful automatic content generation comes the important task of distinguishing texts generated by language models from texts written by humans. Therefore  the CLIN33 shared task invites you to contribute to the development of automatic detection systems of AI-generated texts. The shared task consists of two tracks.  Visit the shared task website for more information Detection Track In this track you will develop a system that detects whether a document is generated by a language model or written by a human. The system will be evaluated on a test dataset that will remain hidden. For tuning your system you will be provided with a sample of the test data as a development set. Your system will be submitted as a notebook (colab or jupyter) and be self-containedThe test data will not be sharedYou will be provided with a subset of the test data for validation and developmentNo training data will be provided  you are expected to create your own when using Machine LearningThere will be a scoreboard for testing your model on the validation data that you can use to monitor progress during developmentThere will be three genres of text: newspaper text  tweets  and poemsThe text will be generated by different language models (we will provide information about which models later)The generated text will be produced using different prompt engineering strategies (standard  academic level  middle school level  human-like  ...)There will be an English and a Dutch subtrack. Participants are expected to participate in both. There will be a prize for the team that develops the best performing system averaged over both languages and all conditions. Explanation Track (optional) In this track  you will provide a qualitative analysis  empirically supported by the output of your system on the validation set  of the knowledge used by your model to solve the task. This explanation can be in terms of statistical properties or in terms of linguistic patterns and phenomena and will the form of a short paper (4 pages max). This track will be evaluated by the organizers  extended with additional judges representing the users of detection systems (for example teachers or editors). The most insightful submission will be awarded a special prize. |Computational Linguistics in the Netherlands  0830  0930 Registration 0930  1050 Morning Session 1050  1110 Coffee Break 1110  1210 Keynote Towards NLP for more realistic factchecking by Iryna Gurevych 1210  1330 Lunch  Poster Session 1 1330  1450 Afternoon Session 1 1450  1610 Coffee Break  Poster Session 2 1610  1710 Afternoon Session 2 1710 Closing Drinks We invite abstracts for CLIN33  describing either theoretical or applied work on all aspects of computational linguistics and natural language processing Authors of accepted abstracts will have the opportunity to submit a full paper after the conference to CLIN Journal CLIN33 organizes a shared task on the Automatic Detection of AIGenerated Texts With the surge of powerful automatic content generation comes the important task of distinguishing texts generated by language models from texts written by humans Therefore  the CLIN33 shared task invites you to contribute to the development of automatic detection systems of AIgenerated texts The shared task consists of two tracks  Visit the shared task website for more information Detection Track In this track you will develop a system that detects whether a document is generated by a language model or written by a human The system will be evaluated on a test dataset that will remain hidden For tuning your system you will be provided with a sample of the test data as a development set Your system will be submitted as a notebook colab or jupyter and be selfcontainedThe test data will not be sharedYou will be provided with a subset of the test data for validation and developmentNo training data will be provided  you are expected to create your own when using Machine LearningThere will be a scoreboard for testing your model on the validation data that you can use to monitor progress during developmentThere will be three genres of text newspaper text  tweets  and poemsThe text will be generated by different language models we will provide information about which models laterThe generated text will be produced using different prompt engineering strategies standard  academic level  middle school level  humanlike  There will be an English and a Dutch subtrack Participants are expected to participate in both There will be a prize for the team that develops the best performing system averaged over both languages and all conditions Explanation Track optional In this track  you will provide a qualitative analysis  empirically supported by the output of your system on the validation set  of the knowledge used by your model to solve the task This explanation can be in terms of statistical properties or in terms of linguistic patterns and phenomena and will the form of a short paper 4 pages max This track will be evaluated by the organizers  extended with additional judges representing the users of detection systems for example teachers or editors The most insightful submission will be awarded a special prize  More info  Share this course   httpsclin33uantwerpenbe 22 Sept 2023 0930  1710 conferenceAntwerpUAntwerp and VAIA
Optimal and Orthogonal Design of Experiments|https://www.vaia.be/en/courses/optimal-and-orthogonal-design-of-experiments|18/09/2023|Summer school-Leuven-KULeuven|18 Sept 2023 - 22 Sept 2023|English|VHI 01.22, Van Den Heuvelinstituut, Dekenstraat 2, Leuven|Target audience: Starting Ph.D. students and anyone else who would like a primer on optimal design of experiments|18 Sept 2023|Knowledge of basic statistics and regression analysis|200 - 1000|http://www.experimental-design.eu/doe-summer-school-2023/|18 Sept 2023 - 22 Sept 2023|More info  Share this course  | The 2023 Summer School on Optimal and Orthogonal Design of Experiments will take place in Leuven from 18 till 22 September 2023. It will involve two courses: September 18-20: Optimal Design of Experiments (by Peter Goos) September 20-22: Orthogonal Design of Experiments (by Eric Schoen) The Summer School will start with a thorough introduction of the theory of optimal experimental design  for models ranging from the simple linear regression model to multiple linear regression models and nonlinear regression models. Next  the focus will shift to orthogonal experimental designs which are especially useful for screening experiments. These are experiments involving many factors and relatively small numbers of observations. |Optimal and Orthogonal Design of Experiments  The 2023 Summer School on Optimal and Orthogonal Design of Experiments will take place in Leuven from 18 till 22 September 2023 It will involve two courses September 1820 Optimal Design of Experiments by Peter Goos September 2022 Orthogonal Design of Experiments by Eric Schoen The Summer School will start with a thorough introduction of the theory of optimal experimental design  for models ranging from the simple linear regression model to multiple linear regression models and nonlinear regression models Next  the focus will shift to orthogonal experimental designs which are especially useful for screening experiments These are experiments involving many factors and relatively small numbers of observations  More info  Share this course   httpwwwexperimentaldesigneudoesummerschool2023 18 Sept 2023  22 Sept 2023 Summer schoolLeuvenKULeuven
Gibbs Manifolds|https://www.vaia.be/en/courses/gibbs-manifolds|11/09/2023|seminar-Heverlee; Leuven-KU Leuven ESAT STADIUS|11 Sept 2023 - 16 Nov 2023|English|Kasteelpark Arenberg, 3001 Leuven|Target audience: researchers and academics with an interest in advancing the theoretical underpinning of AI algorithms||foundational understanding of artificial intelligence, numerical optimization, and mathematical concepts|0|https://homes.esat.kuleuven.be/~sistawww/bdm/backtotheroots/index.php/seminars|Seminar by Bernd Sturmfels|Gibbs manifolds are images of linear spaces of symmetric matrices under the exponential map. They arise in applications such as optimization, statistics and quantum physics, where they extend the ubiquitous role of toric geometry. The Gibbs variety is the zero locus of all polynomials that vanish on the Gibbs manifold. We compute these polynomials and show that the Gibbs variety is low-dimensional. Our theory is applied to a wide range of scenarios, including matrix pencils and quantum optimal transport. This is joint work with Dmitrii Pavlov and Simon Telen.| Gibbs manifolds are images of linear spaces of symmetric matrices under the exponential map. They arise in applications such as optimization  statistics and quantum physics  where they extend the ubiquitous role of toric geometry. The Gibbs variety is the zero locus of all polynomials that vanish on the Gibbs manifold. We compute these polynomials and show that the Gibbs variety is low-dimensional. Our theory is applied to a wide range of scenarios  including matrix pencils and quantum optimal transport. This is joint work with Dmitrii Pavlov and Simon Telen. |Gibbs Manifolds  Gibbs manifolds are images of linear spaces of symmetric matrices under the exponential map They arise in applications such as optimization  statistics and quantum physics  where they extend the ubiquitous role of toric geometry The Gibbs variety is the zero locus of all polynomials that vanish on the Gibbs manifold We compute these polynomials and show that the Gibbs variety is lowdimensional Our theory is applied to a wide range of scenarios  including matrix pencils and quantum optimal transport This is joint work with Dmitrii Pavlov and Simon Telen  Gibbs manifolds are images of linear spaces of symmetric matrices under the exponential map They arise in applications such as optimization statistics and quantum physics where they extend the ubiquitous role of toric geometry The Gibbs variety is the zero locus of all polynomials that vanish on the Gibbs manifold We compute these polynomials and show that the Gibbs variety is lowdimensional Our theory is applied to a wide range of scenarios including matrix pencils and quantum optimal transport This is joint work with Dmitrii Pavlov and Simon Telen httpshomesesatkuleuvenbesistawwwbdmbacktotherootsindexphpseminars Seminar by Bernd Sturmfels seminarHeverlee LeuvenKU Leuven ESAT STADIUS
Local &amp; Sustainable AI, Data, and Robotics|https://www.vaia.be/en/courses/local-sustainable-ai-data-and-robotics|11/09/2023|Conference-Brussels-FARI|11 Sept 2023 - 12 Sept 2023|English|Bozar, Ravensteinstraat 23, 1000 Brussels|Target audience: Everybody|||free|https://www.eventbrite.fr/e/fari-brussels-conference-local-sustainable-ai-data-and-robotics-tickets-653008695587?aff=oddtdtcreator|11 Sept 2023 - 12 Sept 2023|More info  Share this course  |" The world becomes more urbanized. Over 56% of the world population now lives in cities  and this number can go as high as 97% in Belgium. In parallel  technology plays an increasingly important role in these environments. Specifically: Artificial intelligence  Data  and Robotics have become an integral part of living in cities. We may not always be aware of their presence  but they are playing a critical role in our daily commutes  government services  local stores  or in the public space. Concepts such as ""smart cities"" have emerged and reflect the continuing desire of cities to implement these technologies on a large scale to address local challenges - one of which is  of course  becoming even more sustainable. AI and data are now being actively used in a variety of areas  from energy sharing to biodiversity monitoring. Despite these hopes  growing concerns have emerged about the overall inhibiting impact of these technologies on sustainability. In addition  ethical and legal concerns have emerged  to the point where cities enact local responsible use principles  also insisting on greater citizen inclusion. This conference will investigate if and how AI  Data  and Robotics  can become local and are truly sustainable for cities. The FARI Brussels Conference agenda is continuously being updated and improved to give you the best and most insightful conference experience. We will release the final program and presentation titles weeks before September 11  but here's a sneak peak of what is cooking! "|Local amp Sustainable AI Data and Robotics  The world becomes more urbanized Over 56 of the world population now lives in cities  and this number can go as high as 97 in Belgium In parallel  technology plays an increasingly important role in these environments Specifically Artificial intelligence  Data  and Robotics have become an integral part of living in cities We may not always be aware of their presence  but they are playing a critical role in our daily commutes  government services  local stores  or in the public space Concepts such as smart cities have emerged and reflect the continuing desire of cities to implement these technologies on a large scale to address local challenges  one of which is  of course  becoming even more sustainable AI and data are now being actively used in a variety of areas  from energy sharing to biodiversity monitoring Despite these hopes  growing concerns have emerged about the overall inhibiting impact of these technologies on sustainability In addition  ethical and legal concerns have emerged  to the point where cities enact local responsible use principles  also insisting on greater citizen inclusion This conference will investigate if and how AI  Data  and Robotics  can become local and are truly sustainable for cities The FARI Brussels Conference agenda is continuously being updated and improved to give you the best and most insightful conference experience We will release the final program and presentation titles weeks before September 11  but heres a sneak peak of what is cooking  More info  Share this course   httpswwweventbritefrefaribrusselsconferencelocalsustainableaidataandroboticstickets653008695587affoddtdtcreator 11 Sept 2023  12 Sept 2023 ConferenceBrusselsFARI
